"FileName","Url","Bytes","SHA256","Status"
"before-you-call-or-file-public.pdf","https://focaf.jtforme.com/downloads/before-you-call-or-file-public.pdf","18951","A063E59ECBD0E81FB92838B1AFCA3EC4E706787F1F5B9F5C4D14F33CF1216A0D","downloaded"
"court-day-bag-public.pdf","https://focaf.jtforme.com/downloads/court-day-bag-public.pdf","18929","216025D390709CB1136BA7AF573B5CAE2303BC051F331CFDE48E169FBB6D3317","downloaded"
"family-case-file-builder-public.pdf","https://focaf.jtforme.com/downloads/family-case-file-builder-public.pdf","18941","D411689313C78220F82CA4C2080C6C40F9F368361618E6D2EC62C603CB7DA7C7","downloaded"
"family-harms-executive-summary.pdf","https://focaf.jtforme.com/downloads/family-harms-executive-summary.pdf","18858","9E73D1DE257A080A17D2069B2E4BC249D8BAC3B628256A3808F36FA56B2A8F4C","downloaded"
"family-matters-terms-public.pdf","https://focaf.jtforme.com/downloads/family-matters-terms-public.pdf","18908","D09E99805E3D0590826A658257D5BAA18F4F08597161EC7971EADEA3C5E5D4F2","downloaded"
"focaf-19a-best-interest-factors-parent-planner.pdf","https://focaf.jtforme.com/downloads/focaf-19a-best-interest-factors-parent-planner.pdf","19088","4B3A2C10BFBF0F344FB1A9D99C095146D59CD986004CB64992C8F4B0E26326B9","downloaded"
"focaf-after-the-hearing-guide.pdf","https://focaf.jtforme.com/downloads/focaf-after-the-hearing-guide.pdf","18969","28D3CEE0E04A52A5B367977F7F41A0CF659AACFD8C25974CB2F384CEE6D3EBA7","downloaded"
"focaf-before-you-call-or-file-guide.pdf","https://focaf.jtforme.com/downloads/focaf-before-you-call-or-file-guide.pdf","19091","189460353C23AAAA1AFAEF90F59290DB0368B756FF3BE53D9A0619AF056CC137","downloaded"
"focaf-belongings-medication-transfer-sheet.pdf","https://focaf.jtforme.com/downloads/focaf-belongings-medication-transfer-sheet.pdf","18992","F1943A0B97D0E1EDF1494CDD0CAC79D9ADD086E27944DA90B342820592887BA2","downloaded"
"focaf-calm-communication-mini-pack.pdf","https://focaf.jtforme.com/downloads/focaf-calm-communication-mini-pack.pdf","10487","AD2E5E11BD496B208C280A398B9931405E9FFD8AC0251A788CDC574F224E6CF3","downloaded"
"focaf-calm-communication-pack.pdf","https://focaf.jtforme.com/downloads/focaf-calm-communication-pack.pdf","18776","0ADE3665DA085CA4EAD160D3CDE26249AE55F8E20EE638FC96B5D229B04BEEA6","downloaded"
"focaf-child-information-card-wallet-sheet.pdf","https://focaf.jtforme.com/downloads/focaf-child-information-card-wallet-sheet.pdf","18990","4767DA79BF1DBD11D9CD3CF59F7BFEC354F49C18339D97C5BFE6B8D377A8038B","downloaded"
"focaf-child-wellbeing-observation-pack.pdf","https://focaf.jtforme.com/downloads/focaf-child-wellbeing-observation-pack.pdf","19040","F06DDE8FB28CED0A20BAD8460B79AF3155F0072E80CCFE2D93C06DD6CB2C138F","downloaded"
"focaf-complete-family-binder-edition.pdf","https://focaf.jtforme.com/downloads/focaf-complete-family-binder-edition.pdf","18932","BCE21A4F1436E819F44EFD23B49753C76D6761FABD7F5BE92089F934139D901A","downloaded"
"focaf-complete-family-binder-front-matter.pdf","https://focaf.jtforme.com/downloads/focaf-complete-family-binder-front-matter.pdf","19010","684ECD9D1DF01B39660DE540B09584FE50D9A7598C3AF33F1E14BD4EB2DAFE3D","downloaded"
"focaf-coparenting-tool-comparison-guide.pdf","https://focaf.jtforme.com/downloads/focaf-coparenting-tool-comparison-guide.pdf","19008","07EA5D6CC77D2E5EA1DDB65D7FE4D86B3681CD65662A901AF665B58A58455B01","downloaded"
"focaf-court-day-bag-guide-v2.pdf","https://focaf.jtforme.com/downloads/focaf-court-day-bag-guide-v2.pdf","19052","460A8BACF2472C28AD8F751D415E3B66BEC0C1C8BD2045B4ACA911A24B240766","downloaded"
"focaf-essential-working-pages-pack-front-matter.pdf","https://focaf.jtforme.com/downloads/focaf-essential-working-pages-pack-front-matter.pdf","19071","F7088D5AD2A3F1AB3D67BD407A77B9A4BB81EB7AFE8DC959EB4339893243419D","downloaded"
"focaf-essential-working-pages-pack.pdf","https://focaf.jtforme.com/downloads/focaf-essential-working-pages-pack.pdf","18991","3FCEB9DB76B6573C9FBFE9BF1E1AAB4E08539440374C3F562B2653B5FFCF116C","downloaded"
"focaf-everyday-family-forms-pack.pdf","https://focaf.jtforme.com/downloads/focaf-everyday-family-forms-pack.pdf","19062","3CAA2CC611AC148FF9F6B9E6C42AF5AFDF94D8A3578189BA658CB687D291D4B1","downloaded"
"focaf-family-binder-v2.pdf","https://focaf.jtforme.com/downloads/focaf-family-binder-v2.pdf","18876","C022338A8E3C5B5E1B5DC6C35BF18065AF2315FA928BE3E90F3CA8CE5CAD914A","downloaded"
"focaf-family-communication-systems-ai-guidance.pdf","https://focaf.jtforme.com/downloads/focaf-family-communication-systems-ai-guidance.pdf","18881","E4E4C1404B96DA8FD4A3FD348BBC61405B5DB29619CC9F2B1F89E3D4BAACCD65","downloaded"
"focaf-family-counseling-support-finder-maine.pdf","https://focaf.jtforme.com/downloads/focaf-family-counseling-support-finder-maine.pdf","18948","41D7D86B7804B177092D38C02C1F2C1C3847874DD4BAC60A1DDC6CC745B21615","downloaded"
"focaf-family-support-finder-worksheet.pdf","https://focaf.jtforme.com/downloads/focaf-family-support-finder-worksheet.pdf","11833","B9CD438D11AFADF99AA9DD5D00B0902A4E408E8D65042BE9FB908FBCC77511C0","downloaded"
"focaf-family-update-sheet-school-childcare-providers.pdf","https://focaf.jtforme.com/downloads/focaf-family-update-sheet-school-childcare-providers.pdf","19081","00A54AE23EA4F9B78482AC87BD4C4C1FD63EEF3B7EF144ACB0CF27B8D40FC03D","downloaded"
"focaf-grandparent-helper-guide.pdf","https://focaf.jtforme.com/downloads/focaf-grandparent-helper-guide.pdf","18970","6A69D975330CA92DBB280FE587B61999CE18B236EC9FDB096266B2411303EC84","downloaded"
"focaf-handoff-exchange-notes-pad.pdf","https://focaf.jtforme.com/downloads/focaf-handoff-exchange-notes-pad.pdf","18888","658DEB1030AB310BE7D8DF5AD0E637F9D0F6D2504502B9A3C6C022193E2610C7","downloaded"
"focaf-kids-printables-companion-pack.pdf","https://focaf.jtforme.com/downloads/focaf-kids-printables-companion-pack.pdf","13364","FA1A6073B122859D73363EF8DB73604437C0B8AA897C11A33AB29CD900935BA8","downloaded"
"focaf-maine-official-doors-packet.pdf","https://focaf.jtforme.com/downloads/focaf-maine-official-doors-packet.pdf","17693","9BF0144BFB5C90FE94C088DFB20488540F14C9CDC5701974F156E4B2D4BC72EF","downloaded"
"focaf-officials-packet.pdf","https://focaf.jtforme.com/downloads/focaf-officials-packet.pdf","17701","026120BABD300D6368C604AA94289138F6143D4C90DA6BE17AB515631E96532C","downloaded"
"focaf-orders-dates-deadlines-tracker.pdf","https://focaf.jtforme.com/downloads/focaf-orders-dates-deadlines-tracker.pdf","18991","53CB4768E90ADF879F858A288152C5B534504C1C28148B3C343110D119140124","downloaded"
"focaf-parent-helper-packet.pdf","https://focaf.jtforme.com/downloads/focaf-parent-helper-packet.pdf","19022","644F5FE965CB16B4F24E3299B3A3C425F64C3576209FE5E9A8D38B3530CBDFC1","downloaded"
"focaf-parent-quick-start-pack.pdf","https://focaf.jtforme.com/downloads/focaf-parent-quick-start-pack.pdf","18973","DBE45AF0BF241DF5BC4B2DA09EDED61CF754E1DA6164C176014F6EB28870C2F4","downloaded"
"focaf-plain-language-terms-glossary.pdf","https://focaf.jtforme.com/downloads/focaf-plain-language-terms-glossary.pdf","19006","E09FB13A85490AD155ADDEF89A83FC4CBE0BBABFB60721EC9BCDC93F83CCB26E","downloaded"
"focaf-provider-update-guide.pdf","https://focaf.jtforme.com/downloads/focaf-provider-update-guide.pdf","18948","69E746BAB6EDA01BC939B902068D7611AAE29B5E7D3AD8E8E5F56B78CB5C1469","downloaded"
"focaf-questions-calls-meetings-visits.pdf","https://focaf.jtforme.com/downloads/focaf-questions-calls-meetings-visits.pdf","19016","69D89AC76006A414280A7C02A77D170B897760E3DFA354CB55A736C65B2A4221","downloaded"
"focaf-records-documents-request-checklist.pdf","https://focaf.jtforme.com/downloads/focaf-records-documents-request-checklist.pdf","19030","29FF8A1C9A5E3B67D2119B312F0261857C82C71411AAF659DCBA3D3DE1D820B8","downloaded"
"focaf-research-source-index.pdf","https://focaf.jtforme.com/downloads/focaf-research-source-index.pdf","46176","FC8556E2604EA35F480E2B5535CA42FB66C046E01B7E810C8D3EAB217F18798B","downloaded"
"focaf-school-care-team-pack.pdf","https://focaf.jtforme.com/downloads/focaf-school-care-team-pack.pdf","18907","D0CA89C0860DFA426A9703ECE90D216D2E96B30EE4CB7485FADAE5E528154E27","downloaded"
